TYPE	Proliferation	Invasion	Metastasis	Migration	DNA_Repair	Apoptosis	Nodes	Node1	Node2	mutant1	mutant2	gene1	gene2
DOUBLE	-2.37050192	2.7022613	-2.0098	-4.0166	0.000399999999999998	2.8529542	AKT_ko__NF1_oe	AKT_ko	NF1_oe	KO	OE	AKT	NF1
DOUBLE	-2.40501254	3.2587142	-2.0098	-4.0166	-0.004	3.3389335	AKT_ko__NKX3_1_ko	AKT_ko	NKX3_1_ko	KO	KO	AKT	NKX3_1
DOUBLE	-2.36896953	2.6560266	-2.0098	-4.0166	-0.0044	2.7517011	AKT_ko__NKX3_1_oe	AKT_ko	NKX3_1_oe	KO	OE	AKT	NKX3_1
DOUBLE	-2.35702293	2.9581262	-2.0098	-4.0166	0.0016	3.212728	AKT_ko__p14ARF_ko	AKT_ko	p14ARF_ko	KO	KO	AKT	p14ARF
DOUBLE	-2.2205551	2.3662516	-2.0098	-4.0166	-0.0032	2.5995436	AKT_ko__p14ARF_oe	AKT_ko	p14ARF_oe	KO	OE	AKT	p14ARF
DOUBLE	-2.33064483	2.9058965	-2.0098	-4.0166	-0.0038	3.0155473	AKT_ko__p15_ko	AKT_ko	p15_ko	KO	KO	AKT	p15
DOUBLE	-2.45707398	2.7517068	-2.0098	-4.0166	0.0152	2.886542	AKT_ko__p15_oe	AKT_ko	p15_oe	KO	OE	AKT	p15
DOUBLE	-2.3768658	2.8700754	-2.0098	-4.0166	-0.0078	2.7896872	AKT_ko__p21_ko	AKT_ko	p21_ko	KO	KO	AKT	p21
DOUBLE	-4.014	4.2689879	-2.0098	-4.0166	0.0142	2.8273164	AKT_ko__p21_oe	AKT_ko	p21_oe	KO	OE	AKT	p21
DOUBLE	-2.33650523	2.900316	-2.0098	-4.0166	-0.00480000000000001	3.0059062	AKT_ko__p38_ko	AKT_ko	p38_ko	KO	KO	AKT	p38
DOUBLE	-1.1815262	2.279482	-2.0098	-4.0166	-0.0202	3.09307	AKT_ko__p38_oe	AKT_ko	p38_oe	KO	OE	AKT	p38
DOUBLE	-2.7783019	3.8579716	-2.0098	-4.0166	0.00359999999999999	3.4549915	AKT_ko__p53_ko	AKT_ko	p53_ko	KO	KO	AKT	p53
DOUBLE	-0.470631200000001	-1.8582323	-2.0098	-4.0166	-0.004	1.1346702	AKT_ko__p53_oe	AKT_ko	p53_oe	KO	OE	AKT	p53
DOUBLE	-2.43221989	3.018434	-2.0098	-4.0166	-0.0038	3.032841	AKT_ko__p70S6kab_ko	AKT_ko	p70S6kab_ko	KO	KO	AKT	p70S6kab
DOUBLE	-2.4125951	2.615883	-2.0098	-4.0166	-0.0036	2.5881882	AKT_ko__p70S6kab_oe	AKT_ko	p70S6kab_oe	KO	OE	AKT	p70S6kab
DOUBLE	-2.06524265	-0.0227428000000005	-2.0098	-4.0166	0.0028	1.6796258	AKT_ko__p90RSK_ko	AKT_ko	p90RSK_ko	KO	KO	AKT	p90RSK
DOUBLE	-2.3974913	2.9941773	-2.0098	-4.0166	-0.0022	3.1350053	AKT_ko__p90RSK_oe	AKT_ko	p90RSK_oe	KO	OE	AKT	p90RSK
DOUBLE	-2.40616596	3.1754045	-2.0098	-4.0166	-0.0076	3.1590463	AKT_ko__PDK1_ko	AKT_ko	PDK1_ko	KO	KO	AKT	PDK1
DOUBLE	-2.41669517	3.0755828	-2.0098	-4.0166	-0.00360000000000001	3.2228755	AKT_ko__PDK1_oe	AKT_ko	PDK1_oe	KO	OE	AKT	PDK1
DOUBLE	-2.41492763	3.0758875	-2.0098	-4.0166	-0.0032	3.1514994	AKT_ko__PHDs_ko	AKT_ko	PHDs_ko	KO	KO	AKT	PHDs
DOUBLE	-1.29871657	1.8177103	-2.0098	-4.0166	-0.0158	3.021494	AKT_ko__PHDs_oe	AKT_ko	PHDs_oe	KO	OE	AKT	PHDs
DOUBLE	-2.32058727	2.822148	-2.0098	-4.0166	-0.0082	2.8752137	AKT_ko__PI3K_ko	AKT_ko	PI3K_ko	KO	KO	AKT	PI3K
DOUBLE	-2.3524658	2.8308522	-2.0098	-4.0166	-0.0066	2.913783	AKT_ko__PI3K_oe	AKT_ko	PI3K_oe	KO	OE	AKT	PI3K
DOUBLE	-2.34665467	2.601787	-2.0098	-4.0166	-0.007	2.5547658	AKT_ko__PIP3_ko	AKT_ko	PIP3_ko	KO	KO	AKT	PIP3
DOUBLE	-2.35271918	2.8618599	-2.0098	-4.0166	-0.0116	2.8533542	AKT_ko__PIP3_oe	AKT_ko	PIP3_oe	KO	OE	AKT	PIP3
DOUBLE	-2.3627516	2.7770639	-2.0098	-4.0166	0.005	3.0417883	AKT_ko__PKC_ko	AKT_ko	PKC_ko	KO	KO	AKT	PKC
DOUBLE	-2.43490216	2.6154246	-2.0098	-4.0166	-0.0014	2.4720856	AKT_ko__PKC_oe	AKT_ko	PKC_oe	KO	OE	AKT	PKC
DOUBLE	-2.388374	2.575701	-2.0098	-4.0166	-0.000400000000000005	2.5762497	AKT_ko__PTCH1_ko	AKT_ko	PTCH1_ko	KO	KO	AKT	PTCH1
DOUBLE	-2.436556	3.1915783	-2.0098	-4.0166	-0.0236	3.2922633	AKT_ko__PTCH1_oe	AKT_ko	PTCH1_oe	KO	OE	AKT	PTCH1
DOUBLE	-2.38271957	2.8870351	-2.0098	-4.0166	0.000199999999999999	2.8958888	AKT_ko__PTEN_ko	AKT_ko	PTEN_ko	KO	KO	AKT	PTEN
DOUBLE	-2.53617865	3.0520215	-2.0098	-4.0166	-0.001	3.108371	AKT_ko__PTEN_oe	AKT_ko	PTEN_oe	KO	OE	AKT	PTEN
DOUBLE	-2.33586249	2.8027029	-2.0098	-4.0166	-0.0012	2.9650651	AKT_ko__RAF_ko	AKT_ko	RAF_ko	KO	KO	AKT	RAF
DOUBLE	-2.3537587	2.7606214	-2.0098	-4.0166	-0.0076	2.7670838	AKT_ko__RAF_oe	AKT_ko	RAF_oe	KO	OE	AKT	RAF
DOUBLE	-2.35133017	3.0131971	-2.0098	-4.0166	-0.008	3.084323	AKT_ko__RAGS_ko	AKT_ko	RAGS_ko	KO	KO	AKT	RAGS
DOUBLE	-2.42509505	3.1510588	-2.0098	-4.0166	-0.0088	3.195613	AKT_ko__RAGS_oe	AKT_ko	RAGS_oe	KO	OE	AKT	RAGS
DOUBLE	-2.36423696	2.8625202	-2.0098	-4.0166	0.0012	3.005843	AKT_ko__RAS_ko	AKT_ko	RAS_ko	KO	KO	AKT	RAS
DOUBLE	-2.30493693	2.6712091	-2.0098	-4.0166	-0.0062	2.774831	AKT_ko__RAS_oe	AKT_ko	RAS_oe	KO	OE	AKT	RAS
DOUBLE	-2.35035867	2.9551495	-2.0098	-4.0166	-0.003	3.100417	AKT_ko__RB1_ko	AKT_ko	RB1_ko	KO	KO	AKT	RB1
DOUBLE	-4.014	4.4416635	-2.0098	-4.0166	0.0168	2.7908105	AKT_ko__RB1_oe	AKT_ko	RB1_oe	KO	OE	AKT	RB1
DOUBLE	-2.3599338	2.9717475	-2.0098	-4.0166	-0.0086	3.100417	AKT_ko__Rheb_ko	AKT_ko	Rheb_ko	KO	KO	AKT	Rheb
DOUBLE	-2.35709486	2.7821999	-2.0098	-4.0166	-0.0044	2.957918	AKT_ko__Rheb_oe	AKT_ko	Rheb_oe	KO	OE	AKT	Rheb
DOUBLE	-2.40512343	3.2307073	-2.0098	-4.0166	-0.007	3.193634	AKT_ko__ROS_ko	AKT_ko	ROS_ko	KO	KO	AKT	ROS
DOUBLE	-2.38941973	3.083804	-2.0098	-4.0166	-0.0064	3.1082376	AKT_ko__ROS_oe	AKT_ko	ROS_oe	KO	OE	AKT	ROS
DOUBLE	-2.36042285	2.7229078	-2.0098	-4.0166	-0.0044	2.7404496	AKT_ko__RTK_ko	AKT_ko	RTK_ko	KO	KO	AKT	RTK
DOUBLE	-2.46607356	3.1997443	-2.0098	-4.0166	-0.006	3.204583	AKT_ko__RTK_oe	AKT_ko	RTK_oe	KO	OE	AKT	RTK
DOUBLE	-2.3696128	2.8069121	-2.0098	-4.0166	-0.005	2.868248	AKT_ko__RUNX2_ko	AKT_ko	RUNX2_ko	KO	KO	AKT	RUNX2
DOUBLE	-2.37725907	2.776827	-2.0098	-4.0166	-0.0032	2.7489339	AKT_ko__RUNX2_oe	AKT_ko	RUNX2_oe	KO	OE	AKT	RUNX2
DOUBLE	-2.29757293	6.9327717	-2.0098	-4.0166	-0.006	8.368774	AKT_ko__SHH_ko	AKT_ko	SHH_ko	KO	KO	AKT	SHH
DOUBLE	-2.35234137	-0.2223332	-2.0098	-4.0166	0.0154	-1.005	AKT_ko__SHH_oe	AKT_ko	SHH_oe	KO	OE	AKT	SHH
DOUBLE	-2.41647363	2.9303804	-2.0098	-4.0166	0.003	3.0163473	AKT_ko__Slug_ko	AKT_ko	Slug_ko	KO	KO	AKT	Slug
DOUBLE	-2.37609813	3.2482355	-2.0098	-4.0166	-0.0084	3.2628106	AKT_ko__Slug_oe	AKT_ko	Slug_oe	KO	OE	AKT	Slug
DOUBLE	-2.33015118	0.5441299	-2.0098	-4.0166	-0.0024	1.3097506	AKT_ko__SMAD_ko	AKT_ko	SMAD_ko	KO	KO	AKT	SMAD
DOUBLE	-2.54563095	4.2361839	-2.0098	-4.0166	0.0136	3.3900647	AKT_ko__SMAD_oe	AKT_ko	SMAD_oe	KO	OE	AKT	SMAD
DOUBLE	-2.36283397	1.9693735	-2.0098	-4.0166	-0.0066	1.8040189	AKT_ko__SMO_ko	AKT_ko	SMO_ko	KO	KO	AKT	SMO
DOUBLE	-2.3713339	5.8608265	-2.0098	-4.0166	-0.0146	6.556715	AKT_ko__SMO_oe	AKT_ko	SMO_oe	KO	OE	AKT	SMO
DOUBLE	-2.15048149	0.2047987	-2.0098	-4.0166	-0.0064	1.090135	AKT_ko__Snail_ko	AKT_ko	Snail_ko	KO	KO	AKT	Snail
DOUBLE	-2.7627945	3.62509	-2.0098	-4.0166	-0.0044	3.057824	AKT_ko__Snail_oe	AKT_ko	Snail_oe	KO	OE	AKT	Snail
DOUBLE	-2.44898763	5.4318457	-2.0098	-4.0166	0.0322	6.4892856	AKT_ko__SPOP_ko	AKT_ko	SPOP_ko	KO	KO	AKT	SPOP
DOUBLE	-2.2739516	0.43230685	-2.0098	-4.0166	-0.041	-0.59414355	AKT_ko__SPOP_oe	AKT_ko	SPOP_oe	KO	OE	AKT	SPOP
DOUBLE	-2.33799065	2.8140402	-2.0098	-4.0166	-0.0092	2.827913	AKT_ko__TAK1_ko	AKT_ko	TAK1_ko	KO	KO	AKT	TAK1
DOUBLE	-2.33668319	2.7607051	-2.0098	-4.0166	0.0074	2.9268103	AKT_ko__TAK1_oe	AKT_ko	TAK1_oe	KO	OE	AKT	TAK1
DOUBLE	-2.36349808	3.0300615	-2.0098	-4.0166	0.0042	3.151012	AKT_ko__TCF_ko	AKT_ko	TCF_ko	KO	KO	AKT	TCF
DOUBLE	-2.31360435	2.8019253	-2.0098	-4.0166	-0.014	2.6897606	AKT_ko__TCF_oe	AKT_ko	TCF_oe	KO	OE	AKT	TCF
DOUBLE	-2.35568734	3.0397898	-2.0098	-4.0166	0.00199999999999999	3.2808903	AKT_ko__TERT_ko	AKT_ko	TERT_ko	KO	KO	AKT	TERT
DOUBLE	-2.4191589	2.9515019	-2.0098	-4.0166	-0.0078	2.9465712	AKT_ko__TERT_oe	AKT_ko	TERT_oe	KO	OE	AKT	TERT
DOUBLE	-2.34810125	2.4881581	-2.0098	-4.0166	-0.0076	2.4766856	AKT_ko__TGFBR_ko	AKT_ko	TGFBR_ko	KO	KO	AKT	TGFBR
DOUBLE	-2.42398457	4.1454524	-2.0098	-4.0166	0.0118	3.500407	AKT_ko__TGFBR_oe	AKT_ko	TGFBR_oe	KO	OE	AKT	TGFBR
DOUBLE	-2.42050564	2.9975748	-2.0098	-4.0166	0.005	3.143352	AKT_ko__TSC1_2_ko	AKT_ko	TSC1_2_ko	KO	KO	AKT	TSC1_2
DOUBLE	-2.38536597	3.0701348	-2.0098	-4.0166	-0.0096	3.068104	AKT_ko__TSC1_2_oe	AKT_ko	TSC1_2_oe	KO	OE	AKT	TSC1_2
DOUBLE	-2.35387315	0.328515299999999	-2.0098	-4.0166	-0.0034	1.093395	AKT_ko__TWIST1_ko	AKT_ko	TWIST1_ko	KO	KO	AKT	TWIST1
DOUBLE	-2.42238433	3.3564426	-2.0098	-4.0166	-0.003	3.2562106	AKT_ko__TWIST1_oe	AKT_ko	TWIST1_oe	KO	OE	AKT	TWIST1
DOUBLE	-2.3380804	2.9486605	-2.0098	-4.0166	-0.006	3.0125473	AKT_ko__VEGF_ko	AKT_ko	VEGF_ko	KO	KO	AKT	VEGF
DOUBLE	-2.3607052	2.7926308	-2.0098	-4.0166	-0.006	2.773631	AKT_ko__VEGF_oe	AKT_ko	VEGF_oe	KO	OE	AKT	VEGF
DOUBLE	-3.36095516	4.02575268	-2.0098	-4.0166	0.0076	2.870248	AKT_ko__VHL_ko	AKT_ko	VHL_ko	KO	KO	AKT	VHL
DOUBLE	-1.35803185	1.8553876	-2.0098	-4.0166	-0.0158	3.1606463	AKT_ko__VHL_oe	AKT_ko	VHL_oe	KO	OE	AKT	VHL
DOUBLE	-2.30073702	2.4992895	-2.0098	-4.0166	-0.00360000000000001	2.6380787	AKT_ko__WNT_ko	AKT_ko	WNT_ko	KO	KO	AKT	WNT
DOUBLE	-2.33919415	5.3897903	-2.0098	-4.0166	-0.0128	5.9590244	AKT_ko__WNT_oe	AKT_ko	WNT_oe	KO	OE	AKT	WNT
DOUBLE	-1.8787872	1.3541472	-2.0098	-4.0166	-0.0012	3.0177473	AKT_ko__YWHAZ_ko	AKT_ko	YWHAZ_ko	KO	KO	AKT	YWHAZ
DOUBLE	-2.4469011	4.5077184	-2.0098	-4.0166	-0.0058	3.3541745	AKT_ko__YWHAZ_oe	AKT_ko	YWHAZ_oe	KO	OE	AKT	YWHAZ
DOUBLE	-2.32627929	2.8910255	-2.0098	-4.0166	-0.0032	2.9934926	AKT_ko__ZBTB17_ko	AKT_ko	ZBTB17_ko	KO	KO	AKT	ZBTB17
DOUBLE	-2.44946753	2.8602197	-2.0098	-4.0166	0.0146	2.9618651	AKT_ko__ZBTB17_oe	AKT_ko	ZBTB17_oe	KO	OE	AKT	ZBTB17
SINGLE	0.86436444	-0.37435006	0.9844635	1.7333544	0.0042	-1.005	AKT_oe	AKT_oe	NA	OE	NA	AKT	NA
DOUBLE	0.80896675	-0.40161099	0.821041	1.6407387	-0.000600000000000003	-1.005	AKT_oe__AMP_ATP_ko	AKT_oe	AMP_ATP_ko	OE	KO	AKT	AMP_ATP
DOUBLE	0.76090098	-0.48166948	0.7979436	1.5781359	0.0082	-1.005	AKT_oe__AMP_ATP_oe	AKT_oe	AMP_ATP_oe	OE	OE	AKT	AMP_ATP
DOUBLE	0.80029017	-0.41511388	0.8182392	1.6047511	0.003	-1.005	AKT_oe__AMPK_ko	AKT_oe	AMPK_ko	OE	KO	AKT	AMPK
DOUBLE	0.56834955	-0.46708539	0.8030415	1.5398522	0.0048	-1.005	AKT_oe__AMPK_oe	AKT_oe	AMPK_oe	OE	OE	AKT	AMPK
DOUBLE	0.825408899999999	-0.4227404	0.8371981	1.5565952	-0.002	-1.005	AKT_oe__APAF1_ko	AKT_oe	APAF1_ko	OE	KO	AKT	APAF1
DOUBLE	0.84581662	-0.35098268	0.9540719	1.6874132	-0.0016	-1.005	AKT_oe__APAF1_oe	AKT_oe	APAF1_oe	OE	OE	AKT	APAF1
DOUBLE	0.58733155	-1.08525965	-2.0098	0.9888283	0.0028	-1.005	AKT_oe__AR_ERG_ko	AKT_oe	AR_ERG_ko	OE	KO	AKT	AR_ERG
DOUBLE	0.9304046465	0.3515334022	4.3430569	2.3481034022	0.0064	-1.005	AKT_oe__AR_ERG_oe	AKT_oe	AR_ERG_oe	OE	OE	AKT	AR_ERG
DOUBLE	-1.68399282	-2.32222192	-2.0098	-0.0502032600000004	0.0176	-1.005	AKT_oe__AR_ko	AKT_oe	AR_ko	OE	KO	AKT	AR
DOUBLE	1.1185006	0.00797415999999984	1.4039574	1.99386063	-0.0052	-1.005	AKT_oe__AR_oe	AKT_oe	AR_oe	OE	OE	AKT	AR
DOUBLE	0.8203663	-0.1588532	0.877865	1.8572619	-0.041	-1.005	AKT_oe__ATM_ko	AKT_oe	ATM_ko	OE	KO	AKT	ATM
DOUBLE	1.1387264	-1.24945486	0.6681146	0.955031699999999	0.0992	-1.005	AKT_oe__ATM_oe	AKT_oe	ATM_oe	OE	OE	AKT	ATM
DOUBLE	0.34896445	-0.0634497500000002	0.7954946	1.9092412	-0.041	-1.005	AKT_oe__ATR_ko	AKT_oe	ATR_ko	OE	KO	AKT	ATR
DOUBLE	1.30827312	-0.72176155	0.8703015	1.36680347	0.009	-1.0048	AKT_oe__ATR_oe	AKT_oe	ATR_oe	OE	OE	AKT	ATR
DOUBLE	0.79375762	-0.35743648	0.8306268	1.664054	0.0038	-1.005	AKT_oe__AXIN1_ko	AKT_oe	AXIN1_ko	OE	KO	AKT	AXIN1
DOUBLE	1.13806975	-2.99152662	-0.3379858	-0.5178352	0.0014	-1.005	AKT_oe__AXIN1_oe	AKT_oe	AXIN1_oe	OE	OE	AKT	AXIN1
DOUBLE	0.808845	-0.4168453	0.845671	1.6181396	0.0054	-1.005	AKT_oe__BAD_ko	AKT_oe	BAD_ko	OE	KO	AKT	BAD
DOUBLE	0.691018939999999	-0.35370006	0.873745	1.667266	0.0014	-1.005	AKT_oe__BAD_oe	AKT_oe	BAD_oe	OE	OE	AKT	BAD
DOUBLE	0.72333063	-0.47324957	0.783266	1.5541769	0.00679999999999999	-1.005	AKT_oe__Bak_ko	AKT_oe	Bak_ko	OE	KO	AKT	Bak
DOUBLE	0.8539743	-0.2478595	0.8785453	1.736589	-0.0312	-1.005	AKT_oe__Bak_oe	AKT_oe	Bak_oe	OE	OE	AKT	Bak
DOUBLE	0.84365194	-0.44997536	0.8157094	1.5891753	0.000599999999999996	-1.005	AKT_oe__BAX_ko	AKT_oe	BAX_ko	OE	KO	AKT	BAX
DOUBLE	0.77710252	-0.56193603	0.7516827	1.5288653	0.013	-1.005	AKT_oe__BAX_oe	AKT_oe	BAX_oe	OE	OE	AKT	BAX
DOUBLE	0.7886881	-0.3428273	0.9490504	1.6656558	0	-1.005	AKT_oe__Bcl_XL_ko	AKT_oe	Bcl_XL_ko	OE	KO	AKT	Bcl_XL
DOUBLE	0.69972154	-0.44870546	0.8952244	1.5573601	0.0022	-1.005	AKT_oe__Bcl_XL_oe	AKT_oe	Bcl_XL_oe	OE	OE	AKT	Bcl_XL
DOUBLE	0.773895929999999	-0.47030137	0.8119202	1.605391	0.004	-1.005	AKT_oe__BCL2_ko	AKT_oe	BCL2_ko	OE	KO	AKT	BCL2
DOUBLE	-0.266080866	0.8129055	1.5416062	2.6540452	0.0026	-1.005	AKT_oe__BCL2_oe	AKT_oe	BCL2_oe	OE	OE	AKT	BCL2
DOUBLE	1.5286227	-6.693924535	-2.0098	-3.71104445	0.002688	-1.005	AKT_oe__beta_catenin_ko	AKT_oe	beta_catenin_ko	OE	KO	AKT	beta_catenin
DOUBLE	0.64609196	0.780574860000001	1.317828	2.6894897	0.0018	-1.005	AKT_oe__beta_catenin_oe	AKT_oe	beta_catenin_oe	OE	OE	AKT	beta_catenin
DOUBLE	0.776721029999999	-0.49432977	0.7944851	1.5639592	0.0036	-1.005	AKT_oe__BIRC5_ko	AKT_oe	BIRC5_ko	OE	KO	AKT	BIRC5
DOUBLE	0.64493682	-0.33953192	0.8544358	1.6748519	-0.000400000000000005	-1.005	AKT_oe__BIRC5_oe	AKT_oe	BIRC5_oe	OE	OE	AKT	BIRC5
DOUBLE	0.74328056	-0.42663434	0.8984262	1.6468602	0.0046	-1.005	AKT_oe__BMP2_ko	AKT_oe	BMP2_ko	OE	KO	AKT	BMP2
DOUBLE	0.820503449999999	-0.47713501	0.8437471	1.5814859	0.0042	-1.005	AKT_oe__BMP2_oe	AKT_oe	BMP2_oe	OE	OE	AKT	BMP2
DOUBLE	0.91995326	-0.21615364	0.9686312	1.8103841	-0.0298	-1.005	AKT_oe__BRCA1_ko	AKT_oe	BRCA1_ko	OE	KO	AKT	BRCA1
DOUBLE	0.60463006	-0.58894524	0.7757499	1.4377228	0.0302	-1.005	AKT_oe__BRCA1_oe	AKT_oe	BRCA1_oe	OE	OE	AKT	BRCA1
DOUBLE	0.757090069999999	-0.32254993	0.8549649	1.6771583	-0.0034	-1.005	AKT_oe__BRCA2_ko	AKT_oe	BRCA2_ko	OE	KO	AKT	BRCA2
DOUBLE	0.51362338	-0.60168342	0.7058896	1.4389877	0.0304	-1.005	AKT_oe__BRCA2_oe	AKT_oe	BRCA2_oe	OE	OE	AKT	BRCA2
DOUBLE	0.7792751	-0.37498446	0.8028887	1.6290094	0.006	-1.005	AKT_oe__Caspase3_ko	AKT_oe	Caspase3_ko	OE	KO	AKT	Caspase3
DOUBLE	-3.419	-3.9764957	-1.7092	-3.321593	0.0106	2.2153043	AKT_oe__Caspase3_oe	AKT_oe	Caspase3_oe	OE	OE	AKT	Caspase3
DOUBLE	0.7804364	-0.341734600000001	0.8226579	1.637828	-0.000600000000000003	-1.005	AKT_oe__Caspase8_ko	AKT_oe	Caspase8_ko	OE	KO	AKT	Caspase8
DOUBLE	-3.408	-3.7755675	-1.7046	-3.321864	-0.0302	2.4156325	AKT_oe__Caspase8_oe	AKT_oe	Caspase8_oe	OE	OE	AKT	Caspase8
DOUBLE	0.89810896	-0.42706494	0.8469036	1.6356578	0.0026	-1.005	AKT_oe__Caspase9_ko	AKT_oe	Caspase9_ko	OE	KO	AKT	Caspase9
DOUBLE	-3.4248	-3.9470545	-1.7134	-3.3194	0.0028	2.2403455	AKT_oe__Caspase9_oe	AKT_oe	Caspase9_oe	OE	OE	AKT	Caspase9
DOUBLE	-0.6721518	-1.4244148	-2.0098	-4.0166	0.0032	-1.005	AKT_oe__CDH2_ko	AKT_oe	CDH2_ko	OE	KO	AKT	CDH2
DOUBLE	0.761824649999999	-0.28290301	1.0863905	2.1067796	0.0062	-1.005	AKT_oe__CDH2_oe	AKT_oe	CDH2_oe	OE	OE	AKT	CDH2
DOUBLE	0.0418714499999995	-1.03287297	0.3204025	0.54260545	-0.024	-0.1368803	AKT_oe__cFLAR_ko	AKT_oe	cFLAR_ko	OE	KO	AKT	cFLAR
DOUBLE	0.8564865	-0.3860571	0.8115065	1.6812772	0.00199999999999999	-1.005	AKT_oe__cFLAR_oe	AKT_oe	cFLAR_oe	OE	OE	AKT	cFLAR
DOUBLE	0.8048244	-0.4854455	0.74362	1.5879307	0.001	-1.005	AKT_oe__CHK1_2_ko	AKT_oe	CHK1_2_ko	OE	KO	AKT	CHK1_2
DOUBLE	1.77839325	-1.66132826	0.1014807	0.56874615	0.0016	-1.005	AKT_oe__CHK1_2_oe	AKT_oe	CHK1_2_oe	OE	OE	AKT	CHK1_2
DOUBLE	0.73748462	-0.38749728	0.8254109	1.611672	0.00439999999999999	-1.005	AKT_oe__COX4I2_ko	AKT_oe	COX4I2_ko	OE	KO	AKT	COX4I2
DOUBLE	0.73041025	-0.45727891	0.8109712	1.6618319	0.0072	-1.005	AKT_oe__COX4I2_oe	AKT_oe	COX4I2_oe	OE	OE	AKT	COX4I2
DOUBLE	-0.327874	-0.32643895	0.9090561	1.6172711	0.0022	-1.005	AKT_oe__CyclinB_ko	AKT_oe	CyclinB_ko	OE	KO	AKT	CyclinB
DOUBLE	3.74874914	-0.63362226	0.7030117	1.7208443	0.008	-1.005	AKT_oe__CyclinB_oe	AKT_oe	CyclinB_oe	OE	OE	AKT	CyclinB
DOUBLE	0.320948469999999	-0.57585723	0.703646500000001	1.411914	0.0328	-1.005	AKT_oe__CyclinD_ko	AKT_oe	CyclinD_ko	OE	KO	AKT	CyclinD
DOUBLE	4.03459715	-0.43281715	0.7849154	1.8991363	-0.0324	-1.005	AKT_oe__CyclinD_oe	AKT_oe	CyclinD_oe	OE	OE	AKT	CyclinD
DOUBLE	0.80962447	-0.41279153	0.8377448	1.6124427	0.0036	-1.005	AKT_oe__CytoC_ko	AKT_oe	CytoC_ko	OE	KO	AKT	CytoC
DOUBLE	0.84370458	-0.50176156	0.7262434	1.5551764	0.001	-1.005	AKT_oe__CytoC_oe	AKT_oe	CytoC_oe	OE	OE	AKT	CytoC
DOUBLE	1.47218362	-0.68355738	0.8751409	1.3785822	0.0046	-1.005	AKT_oe__DAXX_ko	AKT_oe	DAXX_ko	OE	KO	AKT	DAXX
DOUBLE	-0.43354275	-0.16922125	0.435681	1.8620142	0.000599999999999996	-1.005	AKT_oe__DAXX_oe	AKT_oe	DAXX_oe	OE	OE	AKT	DAXX
DOUBLE	0.323412129999999	-0.0705007699999998	0.7502162	1.9217003	-0.041	-1.005	AKT_oe__DNA_Damage_ko	AKT_oe	DNA_Damage_ko	OE	KO	AKT	DNA_Damage
DOUBLE	0.455204839999999	-2.10459083	0.3038232	0.256692729999999	0.2632	-1.005	AKT_oe__DNA_Damage_oe	AKT_oe	DNA_Damage_oe	OE	OE	AKT	DNA_Damage
DOUBLE	0.77879264	-0.48241813	0.8124304	1.5525502	0.0066	-1.005	AKT_oe__Dsh_ko	AKT_oe	Dsh_ko	OE	KO	AKT	Dsh
DOUBLE	0.77735216	-0.4430454	0.770282	1.541842	0.0058	-1.005	AKT_oe__Dsh_oe	AKT_oe	Dsh_oe	OE	OE	AKT	Dsh
DOUBLE	0.88334549	-0.35798281	0.9592383	1.9590997	0.0056	-1.005	AKT_oe__E_cadherin_ko	AKT_oe	E_cadherin_ko	OE	KO	AKT	E_cadherin
DOUBLE	-0.7142156	-1.1105647	-2.0098	-4.0166	0.0046	-1.005	AKT_oe__E_cadherin_oe	AKT_oe	E_cadherin_oe	OE	OE	AKT	E_cadherin
DOUBLE	-0.66461802	-0.322661220000001	0.8036958	1.5855134	0.00559999999999999	-1.005	AKT_oe__E2F1_ko	AKT_oe	E2F1_ko	OE	KO	AKT	E2F1
DOUBLE	3.8543188	-0.3567954	0.964438	1.997514	-0.0042	-1.005	AKT_oe__E2F1_oe	AKT_oe	E2F1_oe	OE	OE	AKT	E2F1
DOUBLE	0.82146264	-0.3646019	0.9056884	1.6649024	-0.001	-1.005	AKT_oe__eEF2_ko	AKT_oe	eEF2_ko	OE	KO	AKT	eEF2
DOUBLE	0.73259154	-0.33483633	0.9365954	1.6493508	-0.002	-1.005	AKT_oe__eEF2_oe	AKT_oe	eEF2_oe	OE	OE	AKT	eEF2
DOUBLE	0.80438474	-0.46506966	0.771068	1.5975326	0.000599999999999996	-1.0048	AKT_oe__eEF2K_ko	AKT_oe	eEF2K_ko	OE	KO	AKT	eEF2K
DOUBLE	0.869167819999999	-0.37250998	0.8036187	1.6239433	0.0018	-1.005	AKT_oe__eEF2K_oe	AKT_oe	eEF2K_oe	OE	OE	AKT	eEF2K
DOUBLE	0.69236993	-0.43668407	0.8188894	1.5148896	0.0024	-1.005	AKT_oe__EGFR_ko	AKT_oe	EGFR_ko	OE	KO	AKT	EGFR
DOUBLE	0.79634808	-0.42043097	0.8814598	1.6192984	0.000599999999999996	-1.005	AKT_oe__EGFR_oe	AKT_oe	EGFR_oe	OE	OE	AKT	EGFR
DOUBLE	-0.6418631	-1.208489	-2.0098	-4.0166	0.005	-1.005	AKT_oe__EMT_ko	AKT_oe	EMT_ko	OE	KO	AKT	EMT
DOUBLE	1.0508223	-0.252236973448	1.3836685	2.7627202	0.0056	-1.005	AKT_oe__EMT_oe	AKT_oe	EMT_oe	OE	OE	AKT	EMT
